date,tournament,tournament_url,position,player,deck,decklist_url
2026-01-17,Legacy Challenge 32 2026-01-17 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17-1,8th,lokman120,Lands,https://www.mtggoldfish.com/deck/7577813
2026-01-17,Legacy Challenge 32 2026-01-17,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-17,8th,DB_hARAlN,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7576860
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,1st,Dazai,Dimir Tempo,https://www.mtggoldfish.com/deck/7573750
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,2nd,DethFrmAbove,URG,https://www.mtggoldfish.com/deck/7573767
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,3rd,NeyMatoGrosso,Dimir Tempo,https://www.mtggoldfish.com/deck/7573776
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,4th,DrPP,The EPIC Storm,https://www.mtggoldfish.com/deck/7573764
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,5th,DMianete,Azorius Stoneblade,https://www.mtggoldfish.com/deck/7573772
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,6th,ConnorM426,Cradle Control,https://www.mtggoldfish.com/deck/7573758
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,7th,Roodslay,UBRG,https://www.mtggoldfish.com/deck/7573768
2026-01-14,Legacy Challenge 32 2026-01-14,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-14,8th,Tetsubou,Eldrazi,https://www.mtggoldfish.com/deck/7573759
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,1st,usea,Death&#39;s Shadow,https://www.mtggoldfish.com/deck/7564512
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,2nd,monzatubarao,Red Stompy,https://www.mtggoldfish.com/deck/7564528
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,3rd,Deskbot000,Oops! All Spells,https://www.mtggoldfish.com/deck/7564522
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,4th,r0cknati0n,Eldrazi,https://www.mtggoldfish.com/deck/7564506
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,5th,AmadeusPro,Dimir Tempo,https://www.mtggoldfish.com/deck/7564525
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,6th,Trohck,Jeskai Control,https://www.mtggoldfish.com/deck/7564503
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,7th,Matiuzzzo,UBG,https://www.mtggoldfish.com/deck/7564526
2026-01-11,Legacy Challenge 32 2026-01-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-11,8th,GoblinK1ng,UBR,https://www.mtggoldfish.com/deck/7564514
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,1st,oskiyaa,Eldrazi,https://www.mtggoldfish.com/deck/7563480
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,1st,ecobaronen,Dimir Tempo,https://www.mtggoldfish.com/deck/7562457
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,2nd,kozz27,Naya Initiative,https://www.mtggoldfish.com/deck/7563484
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,2nd,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7562473
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,3rd,_Babbuja_,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7563503
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,3rd,harmonywoods,Esper Control,https://www.mtggoldfish.com/deck/7562475
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,4th,Prima-Plum,Dimir Tempo,https://www.mtggoldfish.com/deck/7563488
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,4th,_INF_,Dimir Tempo,https://www.mtggoldfish.com/deck/7562468
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,5th,PekkaChu,Dimir Tempo,https://www.mtggoldfish.com/deck/7563499
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,5th,TeaW1thRum,Jeskai Stoneblade,https://www.mtggoldfish.com/deck/7562477
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,6th,Narche,Lands,https://www.mtggoldfish.com/deck/7563505
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,6th,Deskbot000,Oops! All Spells,https://www.mtggoldfish.com/deck/7562474
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,7th,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7563500
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,7th,_Batutinha_,Eldrazi,https://www.mtggoldfish.com/deck/7562450
2026-01-10,Legacy Challenge 32 2026-01-10 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10-1,8th,Ark4n,Sultai Tempo,https://www.mtggoldfish.com/deck/7563479
2026-01-10,Legacy Challenge 32 2026-01-10,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-10,8th,quattuorvigintillion,Oops! All Spells,https://www.mtggoldfish.com/deck/7562479
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,1st,SenorLarson,Lands,https://www.mtggoldfish.com/deck/7559312
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,2nd,e0068,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7559329
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,3rd,silencsong,Oops! All Spells,https://www.mtggoldfish.com/deck/7559311
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,4th,Thebigempty92,Lands,https://www.mtggoldfish.com/deck/7559317
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,5th,LasVegasChaos,Oops! All Spells,https://www.mtggoldfish.com/deck/7559319
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,6th,musasabi,Eldrazi,https://www.mtggoldfish.com/deck/7559304
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,7th,Karazu,Eldrazi,https://www.mtggoldfish.com/deck/7559307
2026-01-07,Legacy Challenge 32 2026-01-07,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-07,8th,Sprouts,Lands,https://www.mtggoldfish.com/deck/7559301
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,1st,TeaW1thRum,Izzet Artifacts,https://www.mtggoldfish.com/deck/7552119
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,2nd,Deskbot000,Oops! All Spells,https://www.mtggoldfish.com/deck/7552115
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,3rd,Roodslay,UBG,https://www.mtggoldfish.com/deck/7552106
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,4th,clan,Doomsday,https://www.mtggoldfish.com/deck/7552109
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,5th,phazonmutant,Doomsday,https://www.mtggoldfish.com/deck/7552093
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,6th,xfile,Dimir Tempo,https://www.mtggoldfish.com/deck/7552103
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,7th,ZYX-FXY,Sneak and Show,https://www.mtggoldfish.com/deck/7552114
2026-01-04,Legacy Challenge 32 2026-01-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-04,8th,Cachorrowo,Oops! All Spells,https://www.mtggoldfish.com/deck/7552107
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,1st,duke12,Cradle Control,https://www.mtggoldfish.com/deck/7551093
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,1st,TonyScapone,Coveted Jewel Combo,https://www.mtggoldfish.com/deck/7550386
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,2nd,grindstone-cowboy,Dimir Tempo,https://www.mtggoldfish.com/deck/7551119
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,2nd,IsacConoli,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7550392
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,3rd,silencsong,Oops! All Spells,https://www.mtggoldfish.com/deck/7551106
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,3rd,_INF_,Dimir Tempo,https://www.mtggoldfish.com/deck/7550394
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,4th,OBaranov,Azorius Stoneblade,https://www.mtggoldfish.com/deck/7551124
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,4th,OSCA66,Dimir Tempo,https://www.mtggoldfish.com/deck/7550378
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,5th,SPyromancer,Oops! All Spells,https://www.mtggoldfish.com/deck/7551117
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,5th,LuckSackJack,Boros Initiative,https://www.mtggoldfish.com/deck/7550384
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,6th,Akaleth,Death and Taxes (Yorion) - Abzan,https://www.mtggoldfish.com/deck/7551097
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,6th,SenorLarson,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7550383
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,7th,ReformedPaolo,Dimir Tempo,https://www.mtggoldfish.com/deck/7551112
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,7th,Andy_Over,Red Stompy,https://www.mtggoldfish.com/deck/7550382
2026-01-03,Legacy Challenge 32 2026-01-03 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03-1,8th,Sisma_,Grixis Control,https://www.mtggoldfish.com/deck/7551113
2026-01-03,Legacy Challenge 32 2026-01-03,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2026-01-03,8th,Magic_Dads71522,UBG,https://www.mtggoldfish.com/deck/7550396
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,1st,connormc02,Dimir Tempo,https://www.mtggoldfish.com/deck/7546600
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,2nd,Harry1232,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7546601
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,3rd,billster47,Beseech Storm,https://www.mtggoldfish.com/deck/7546593
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,4th,soggymeatball,Eldrazi,https://www.mtggoldfish.com/deck/7546605
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,5th,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7546621
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,6th,xDingusKhan,Oops! All Spells,https://www.mtggoldfish.com/deck/7546607
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,7th,jake-upLVT,8-Cast,https://www.mtggoldfish.com/deck/7546623
2025-12-31,Legacy Challenge 32 2025-12-31,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-31,8th,Cachorrowo,Oops! All Spells,https://www.mtggoldfish.com/deck/7546613
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,1st,wonderPreaux,Doomsday,https://www.mtggoldfish.com/deck/7538745
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,1st,pokemoki,Sultai Tempo,https://www.mtggoldfish.com/deck/7537968
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,2nd,DMianete,Dimir Tempo,https://www.mtggoldfish.com/deck/7538765
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,2nd,AmadeusPro,Izzet Delver,https://www.mtggoldfish.com/deck/7537986
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,3rd,_epinephrine,Omni-Tell,https://www.mtggoldfish.com/deck/7538769
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,3rd,wakarock,Izzet Delver,https://www.mtggoldfish.com/deck/7537963
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,4th,Joe_L,Sneak and Show,https://www.mtggoldfish.com/deck/7538764
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,4th,Roodslay,UBG,https://www.mtggoldfish.com/deck/7537975
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,5th,aurose121,Dimir Tempo,https://www.mtggoldfish.com/deck/7538759
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,5th,Cirxi,The EPIC Storm,https://www.mtggoldfish.com/deck/7537983
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,6th,Xwhale,Cradle Control,https://www.mtggoldfish.com/deck/7538748
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,6th,ClydeCash,Ruby Storm,https://www.mtggoldfish.com/deck/7537979
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,7th,Jujkata,Doomsday,https://www.mtggoldfish.com/deck/7538756
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,7th,doctor-x,LED Dredge,https://www.mtggoldfish.com/deck/7537989
2025-12-28,Legacy Challenge 32 2025-12-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28-1,8th,Chris_McNasty,Azorius Tempo,https://www.mtggoldfish.com/deck/7538743
2025-12-28,Legacy Challenge 32 2025-12-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-28,8th,kanican,Painter,https://www.mtggoldfish.com/deck/7537966
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,1st,Baku_91,Izzet Delver,https://www.mtggoldfish.com/deck/7537027
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,1st,Harry1232,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7536428
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,2nd,yoshiwata,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7537023
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,2nd,FreakNightmare,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7536427
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,3rd,jankyb,Dimir Tempo,https://www.mtggoldfish.com/deck/7537017
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,3rd,Shadowz2005,Affinity Stompy,https://www.mtggoldfish.com/deck/7536434
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,4th,runkor,Cradle Control,https://www.mtggoldfish.com/deck/7537032
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,4th,TonyScapone,The EPIC Gamble,https://www.mtggoldfish.com/deck/7536433
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,5th,MahfuzVanGogh,LED Dredge,https://www.mtggoldfish.com/deck/7537029
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,5th,billster47,Beseech Storm,https://www.mtggoldfish.com/deck/7536417
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,6th,Antarctica,Eldrazi,https://www.mtggoldfish.com/deck/7537022
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,6th,CaptainAfrica,Loam Pox,https://www.mtggoldfish.com/deck/7536444
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,7th,Killabee,The EPIC Gamble,https://www.mtggoldfish.com/deck/7537021
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,7th,SuperCow12653,Azorius Tempo,https://www.mtggoldfish.com/deck/7536430
2025-12-27,Legacy Challenge 32 2025-12-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27-1,8th,BressD1,Izzet Delver,https://www.mtggoldfish.com/deck/7537030
2025-12-27,Legacy Challenge 32 2025-12-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-27,8th,ecobaronen,Affinity Stompy,https://www.mtggoldfish.com/deck/7536424
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,1st,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7532910
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,2nd,Ozymandias17,Dimir Tempo,https://www.mtggoldfish.com/deck/7532892
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,3rd,Vlalutscher,Beseech Storm,https://www.mtggoldfish.com/deck/7532900
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,4th,HolyShamgar,Dimir Tempo,https://www.mtggoldfish.com/deck/7532888
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,5th,Bawer,Eldrazi,https://www.mtggoldfish.com/deck/7532912
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,6th,RPSbonjwa,Affinity Stompy,https://www.mtggoldfish.com/deck/7532905
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,7th,HoldTheElle,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7532887
2025-12-24,Legacy Challenge 32 2025-12-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-24,8th,SauTay,Grixis Tempo,https://www.mtggoldfish.com/deck/7532903
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,1st,SuperCow12653,Azorius Tempo,https://www.mtggoldfish.com/deck/7526616
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,1st,GoblinK1ng,UBR,https://www.mtggoldfish.com/deck/7525494
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,2nd,minyafriend,Dimir Tempo,https://www.mtggoldfish.com/deck/7526606
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,2nd,Joe_L,Sneak and Show,https://www.mtggoldfish.com/deck/7525499
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,3rd,Otazz,Affinity Stompy,https://www.mtggoldfish.com/deck/7526617
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,3rd,billster47,Mono-Blue Tempo,https://www.mtggoldfish.com/deck/7525484
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,4th,FynnOfBlood,Omni-Tell,https://www.mtggoldfish.com/deck/7526628
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,4th,Lord_Beerus,Bant Control,https://www.mtggoldfish.com/deck/7525490
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,5th,Imiak,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7526627
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,5th,Cirxi,Beseech Storm,https://www.mtggoldfish.com/deck/7525507
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,6th,karatedom,Eldrazi,https://www.mtggoldfish.com/deck/7526613
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,6th,jibeta,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7525488
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,7th,SauTay,Grixis Tempo,https://www.mtggoldfish.com/deck/7526629
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,7th,dag8,Azorius Stoneblade,https://www.mtggoldfish.com/deck/7525501
2025-12-21,Legacy Challenge 32 2025-12-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21-1,8th,Oppa,Cradle Control,https://www.mtggoldfish.com/deck/7526624
2025-12-21,Legacy Challenge 32 2025-12-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-21,8th,harmonywoods,Esper Control,https://www.mtggoldfish.com/deck/7525509
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,1st,Lord_Beerus,Bant Control,https://www.mtggoldfish.com/deck/7523077
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,2nd,uburdub,Painter,https://www.mtggoldfish.com/deck/7523089
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,3rd,_Chamytinho_,Eldrazi,https://www.mtggoldfish.com/deck/7523092
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,4th,Stanshine,Affinity Stompy,https://www.mtggoldfish.com/deck/7523067
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,5th,silencsong,Oops! All Spells,https://www.mtggoldfish.com/deck/7523078
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,6th,Suzukiii,UB,https://www.mtggoldfish.com/deck/7523076
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,7th,misfits_skulls,Red Stompy,https://www.mtggoldfish.com/deck/7523094
2025-12-20,Legacy Challenge 32 2025-12-20,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-12-20,8th,ador,Izzet Delver,https://www.mtggoldfish.com/deck/7523087
