date,tournament,tournament_url,position,player,deck,decklist_url
2025-10-18,Legacy Challenge 32 2025-10-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18-1,6th,shenmeng,WUB,https://www.mtggoldfish.com/deck/7402754
2025-10-18,Legacy Challenge 32 2025-10-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18,6th,Ozymandias17,Reanimator,https://www.mtggoldfish.com/deck/7400666
2025-10-18,Legacy Challenge 32 2025-10-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18-1,7th,mRichi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7402737
2025-10-18,Legacy Challenge 32 2025-10-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18,7th,doctor-x,Loam Pox,https://www.mtggoldfish.com/deck/7400683
2025-10-18,Legacy Challenge 32 2025-10-18 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18-1,8th,yoshiwata,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7402740
2025-10-18,Legacy Challenge 32 2025-10-18,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-18,8th,kokoko098,The EPIC Storm,https://www.mtggoldfish.com/deck/7400656
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,1st,mei0024,Grixis Tempo,https://www.mtggoldfish.com/deck/7397305
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,2nd,musasabi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7397298
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,3rd,HoldTheElle,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7397295
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,4th,XanaZero,Painter,https://www.mtggoldfish.com/deck/7397294
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,5th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7397314
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,6th,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7397320
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,7th,fishduggery,Nadu Midrange Combo,https://www.mtggoldfish.com/deck/7397291
2025-10-15,Legacy Challenge 32 2025-10-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-15,8th,Mav40121,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7397297
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,1st,Didackith,Loam Pox,https://www.mtggoldfish.com/deck/7391582
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,1st,Nanovo,Eldrazi,https://www.mtggoldfish.com/deck/7390061
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,2nd,WeareVenom,Izzet Delver,https://www.mtggoldfish.com/deck/7391580
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,2nd,Chris_McNasty,Paradoxical Outcome,https://www.mtggoldfish.com/deck/7390039
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,3rd,Peppe,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7391568
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,3rd,Boin,Eldrazi,https://www.mtggoldfish.com/deck/7390037
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,4th,Thebigempty92,Eldrazi,https://www.mtggoldfish.com/deck/7391588
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,4th,MyPotatoes,The EPIC Storm,https://www.mtggoldfish.com/deck/7390062
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,5th,SB3K,WU,https://www.mtggoldfish.com/deck/7391575
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,5th,snoopy-magic,Sneak and Show,https://www.mtggoldfish.com/deck/7390045
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,6th,yoshiwata,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7391572
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,6th,EmperorOppai,Dimir Tempo,https://www.mtggoldfish.com/deck/7390051
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,7th,TheGrimLavamancer,Red Stompy,https://www.mtggoldfish.com/deck/7391586
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,7th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7390057
2025-10-12,Legacy Challenge 32 2025-10-12 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12-1,8th,Dafne17,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7391578
2025-10-12,Legacy Challenge 32 2025-10-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-12,8th,_INF_,UBR,https://www.mtggoldfish.com/deck/7390048
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,1st,mortr3d,Dimir Reanimator,https://www.mtggoldfish.com/deck/7388688
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,1st,rootpon,Grixis Reanimator,https://www.mtggoldfish.com/deck/7387868
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,2nd,musasabi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7388695
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,2nd,luvadepedreiro,Dimir Tempo,https://www.mtggoldfish.com/deck/7387869
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,3rd,AlexanderRosdahl,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7388699
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,3rd,gOOgs,Jeskai Control,https://www.mtggoldfish.com/deck/7387848
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,4th,DominiqueTutor,BR,https://www.mtggoldfish.com/deck/7388692
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,4th,Redhotphil87,Omni-Tell,https://www.mtggoldfish.com/deck/7387856
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,5th,Sol-e22558,Selesnya Depths,https://www.mtggoldfish.com/deck/7388705
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,5th,CruetusNex,Naya Depths,https://www.mtggoldfish.com/deck/7387861
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,6th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7388711
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,6th,SuperCow12653,Reanimator,https://www.mtggoldfish.com/deck/7387860
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,7th,Doome,Dimir Reanimator,https://www.mtggoldfish.com/deck/7388703
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,7th,HotspringsGames,Oops! All Spells,https://www.mtggoldfish.com/deck/7387877
2025-10-11,Legacy Challenge 32 2025-10-11 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11-1,8th,habsburger,Izzet Delver,https://www.mtggoldfish.com/deck/7388689
2025-10-11,Legacy Challenge 32 2025-10-11,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-11,8th,fingers1991,Dimir Reanimator,https://www.mtggoldfish.com/deck/7387849
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,1st,i_b_TRUE,Izzet Delver,https://www.mtggoldfish.com/deck/7384298
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,2nd,AFX,Dimir Tempo,https://www.mtggoldfish.com/deck/7384300
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,3rd,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7384321
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,4th,hellonewton,Cradle Control,https://www.mtggoldfish.com/deck/7384307
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,5th,TeaW1thRum,Jeskai Control,https://www.mtggoldfish.com/deck/7384322
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,6th,Marcuzinho,Red Stompy,https://www.mtggoldfish.com/deck/7384306
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,7th,Roodslay,Reanimator,https://www.mtggoldfish.com/deck/7384311
2025-10-08,Legacy Challenge 32 2025-10-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-08,8th,silencsong,Oops! All Spells,https://www.mtggoldfish.com/deck/7384304
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,1st,_INF_,Dimir Tempo,https://www.mtggoldfish.com/deck/7378019
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,2nd,Filho_do_MOL,Red Stompy,https://www.mtggoldfish.com/deck/7378029
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,3rd,Thomas_Serra,Eldrazi,https://www.mtggoldfish.com/deck/7378020
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,4th,bless_von,UBR,https://www.mtggoldfish.com/deck/7378016
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,5th,Marghar,4c Initiative,https://www.mtggoldfish.com/deck/7378014
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,6th,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7378033
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,7th,Lord_Beerus,Jeskai Control,https://www.mtggoldfish.com/deck/7378011
2025-10-05,Legacy Challenge 32 2025-10-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-05,8th,HJ_Kaiser,Dimir Reanimator,https://www.mtggoldfish.com/deck/7378005
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,1st,Ark4n,UBR,https://www.mtggoldfish.com/deck/7376872
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,1st,Roodslay,Reanimator,https://www.mtggoldfish.com/deck/7376056
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,2nd,Jujkata,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7376881
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,2nd,azmyk1231,Izzet Delver,https://www.mtggoldfish.com/deck/7376051
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,3rd,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7376892
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,3rd,choutin,Red Stompy,https://www.mtggoldfish.com/deck/7376062
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,4th,wakame,Doomsday,https://www.mtggoldfish.com/deck/7376869
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,4th,UrzaEnjoyer,BR,https://www.mtggoldfish.com/deck/7376059
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,5th,Corzalan,U,https://www.mtggoldfish.com/deck/7376890
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,5th,snoopy-magic,Sneak and Show,https://www.mtggoldfish.com/deck/7376052
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,6th,VsTheWorld,Dimir Reanimator,https://www.mtggoldfish.com/deck/7376865
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,6th,jmanpro27,Omni-Tell,https://www.mtggoldfish.com/deck/7376048
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,7th,felix619,Dimir Reanimator,https://www.mtggoldfish.com/deck/7376896
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,7th,kozz27,Naya Initiative,https://www.mtggoldfish.com/deck/7376047
2025-10-04,Legacy Challenge 32 2025-10-04 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04-1,8th,Byvci,Temur Cascade,https://www.mtggoldfish.com/deck/7376884
2025-10-04,Legacy Challenge 32 2025-10-04,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-04,8th,musasabi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7376042
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,1st,JUJUBEAN__2004,Dimir Reanimator,https://www.mtggoldfish.com/deck/7372253
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,2nd,Nammersquats,Dimir Reanimator,https://www.mtggoldfish.com/deck/7372244
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,3rd,O_danielakos,Izzet Delver,https://www.mtggoldfish.com/deck/7372243
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,4th,choutin,Red Stompy,https://www.mtggoldfish.com/deck/7372264
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,5th,Martin_Dominguez,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7372249
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,6th,karatedom,Dimir Reanimator,https://www.mtggoldfish.com/deck/7372248
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,7th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7372262
2025-10-01,Legacy Challenge 32 2025-10-01,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-10-01,8th,Skpchino,Dimir Reanimator,https://www.mtggoldfish.com/deck/7372246
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,1st,Bawer,Creative Technique,https://www.mtggoldfish.com/deck/7366613
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,1st,Lord_Beerus,Dimir Reanimator,https://www.mtggoldfish.com/deck/7365465
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,2nd,takuto8240,WUR,https://www.mtggoldfish.com/deck/7366594
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,2nd,musasabi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7365460
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,3rd,parkss,Dimir Tempo,https://www.mtggoldfish.com/deck/7366582
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,3rd,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7365477
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,4th,HyuugaHeir,8-Cast,https://www.mtggoldfish.com/deck/7366612
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,4th,ford0076,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7365474
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,5th,L4rss0n,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7366596
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,5th,TheGrimLavamancer,Oops! All Spells,https://www.mtggoldfish.com/deck/7365472
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,6th,Redhotphil87,Omni-Tell,https://www.mtggoldfish.com/deck/7366598
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,6th,Maxtortion,Dimir Reanimator,https://www.mtggoldfish.com/deck/7365464
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,7th,Dogeminer02,Eldrazi,https://www.mtggoldfish.com/deck/7366611
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,7th,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7365486
2025-09-28,Legacy Challenge 32 2025-09-28 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28-1,8th,SwitchTwitch,Mono-Blue Cloudpost,https://www.mtggoldfish.com/deck/7366609
2025-09-28,Legacy Challenge 32 2025-09-28,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-28,8th,run1998,Izzet Delver,https://www.mtggoldfish.com/deck/7365463
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,1st,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7364068
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,1st,blademagician,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7363307
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,2nd,snoopy-magic,Sneak and Show,https://www.mtggoldfish.com/deck/7364046
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,2nd,Lord_Beerus,Dimir Reanimator,https://www.mtggoldfish.com/deck/7363316
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,3rd,StrawberryMilkShake1,Izzet Delver,https://www.mtggoldfish.com/deck/7364053
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,3rd,choutin,Red Stompy,https://www.mtggoldfish.com/deck/7363329
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,4th,Luzbelito,Eldrazi,https://www.mtggoldfish.com/deck/7364043
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,4th,harmonywoods,Dimir Tempo,https://www.mtggoldfish.com/deck/7363330
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,5th,LasVegasChaos,Eldrazi,https://www.mtggoldfish.com/deck/7364058
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,5th,TeaW1thRum,Painter,https://www.mtggoldfish.com/deck/7363332
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,6th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7364063
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,6th,DarkDepthsAniki,Golgari Depths,https://www.mtggoldfish.com/deck/7363315
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,7th,wiky,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7364048
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,7th,snoopy-magic,Sneak and Show,https://www.mtggoldfish.com/deck/7363319
2025-09-27,Legacy Challenge 32 2025-09-27 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27-1,8th,TrueFuturism,Selesnya Cloudpost,https://www.mtggoldfish.com/deck/7364055
2025-09-27,Legacy Challenge 32 2025-09-27,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-27,8th,LucasG1ggs,Eldrazi,https://www.mtggoldfish.com/deck/7363309
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,1st,2plus2isfive,Dimir Reanimator,https://www.mtggoldfish.com/deck/7360210
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,2nd,choutin,Red Stompy,https://www.mtggoldfish.com/deck/7360217
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,3rd,Harry1232,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7360203
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,4th,Abuzallama,Dimir Reanimator,https://www.mtggoldfish.com/deck/7360202
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,5th,JohnMarston,Oops! All Spells,https://www.mtggoldfish.com/deck/7360221
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,6th,musasabi,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7360200
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,7th,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7360216
2025-09-24,Legacy Challenge 32 2025-09-24,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-24,8th,Otazz,Nadu Midrange Combo,https://www.mtggoldfish.com/deck/7360207
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,1st,Aeolus1295,Lands,https://www.mtggoldfish.com/deck/7355197
2025-09-21,Legacy Challenge 32 2025-09-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21,1st,Eureka22422,Dimir Reanimator,https://www.mtggoldfish.com/deck/7354184
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,2nd,grindstone-cowboy,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7355218
2025-09-21,Legacy Challenge 32 2025-09-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21,2nd,Nanovo,Red Stompy,https://www.mtggoldfish.com/deck/7354207
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,3rd,Carroz,Esper Vial,https://www.mtggoldfish.com/deck/7355206
2025-09-21,Legacy Challenge 32 2025-09-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21,3rd,sabebe,Oops! All Spells,https://www.mtggoldfish.com/deck/7354193
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,4th,Lord_Beerus,Dimir Reanimator,https://www.mtggoldfish.com/deck/7355205
2025-09-21,Legacy Challenge 32 2025-09-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21,4th,olbeda,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7354196
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,5th,blademagician,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7355195
2025-09-21,Legacy Challenge 32 2025-09-21,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21,5th,kozz27,Naya Initiative,https://www.mtggoldfish.com/deck/7354188
2025-09-21,Legacy Challenge 32 2025-09-21 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-09-21-1,6th,TheGrimLavamancer,Oops! All Spells,https://www.mtggoldfish.com/deck/7355212
